Tenure Months,Monthly Charges,Total Charges,CLTV,Gender_Male,Senior Citizen_Yes,Partner_Yes,Dependents_Yes,Phone Service_Yes,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No internet service,Streaming Movies_Yes,Contract_One year,Contract_Two year,Paperless Billing_Yes,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Actual,Churn_Probability,Risk_Level,Recommended_Action
50,39.7,1932.75,5174,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,0,0.0737503149457785,Low Risk,Maintain relationship
12,60.65,743.3,3740,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False,0,0.2353318938430149,Low Risk,Maintain relationship
26,75.5,2018.1,5184,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0.24844484961816643,Low Risk,Maintain relationship
2,30.4,78.65,4002,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,1,0.8466585599258468,High Risk,Immediate retention offer
46,69.1,3255.35,3856,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,True,False,False,0,0.213120165175049,Low Risk,Maintain relationship
46,108.9,4854.3,5119,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,0,0.3476759557426055,Low Risk,Maintain relationship
61,99.15,6010.05,5612,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,1,0.5722269332658361,Medium Risk,Engagement campaign
18,88.85,1594.75,3127,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,0,0.7757231965200164,High Risk,Immediate retention offer
19,69.6,1394.55,3349,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,0,0.292857741252872,Low Risk,Maintain relationship
13,74.4,896.75,3687,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1,0.7591685870335538,High Risk,Immediate retention offer
13,24.5,343.6,5077,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0,0.0811694625739481,Low Risk,Maintain relationship
4,35.0,135.75,3523,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0,0.5720305031696813,Medium Risk,Engagement campaign
72,107.45,7576.7,5246,False,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0,0.042975258158860975,Low Risk,Maintain relationship
1,24.2,24.2,4276,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.547846835562449,Medium Risk,Engagement campaign
13,89.4,1132.35,2226,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,1,0.6918151988370466,High Risk,Immediate retention offer
3,19.6,59.75,5000,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,1,0.18276322620586455,Low Risk,Maintain relationship
3,85.7,256.75,5806,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0,0.7664504888063313,High Risk,Immediate retention offer
9,90.1,816.8,2893,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,0,0.9004217704952411,High Risk,Immediate retention offer
20,90.2,1776.55,2058,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,1,0.7382369239506588,High Risk,Immediate retention offer
7,75.1,552.95,5514,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0.8053655276415271,High Risk,Immediate retention offer
1,69.75,69.75,5057,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1,0.9271988076416288,High Risk,Immediate retention offer
23,93.5,2341.55,4861,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0,0.7931103433202809,High Risk,Immediate retention offer
65,58.9,3857.1,5657,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,0,0.10567556816439641,Low Risk,Maintain relationship
52,19.35,1031.7,5699,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0,0.007279337065983196,Low Risk,Maintain relationship
3,50.25,152.3,2166,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0,0.616374531270029,High Risk,Immediate retention offer
6,90.75,512.25,4297,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0,0.9084318400226175,High Risk,Immediate retention offer
4,70.5,294.2,2896,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.7872449168449652,High Risk,Immediate retention offer
44,84.8,3626.35,2770,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,0,0.487710879803045,Medium Risk,Engagement campaign
47,86.05,3865.6,5527,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,0,0.6273438521053386,High Risk,Immediate retention offer
6,50.95,307.6,3474,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,0,0.3744015085783235,Low Risk,Maintain relationship
7,96.2,639.7,4329,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0,0.8688428400858949,High Risk,Immediate retention offer
53,73.9,3958.25,5644,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,0,0.03134144859889114,Low Risk,Maintain relationship
3,44.75,148.05,3422,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.7321925285269102,High Risk,Immediate retention offer
6,19.55,128.6,2309,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,0.13221364503761474,Low Risk,Maintain relationship
10,89.5,863.1,4206,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,1,0.8645610845207288,High Risk,Immediate retention offer
25,89.15,2257.75,5853,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,1,0.632470430311131,High Risk,Immediate retention offer
45,89.3,4192.15,5470,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,0,0.5987088068766733,Medium Risk,Engagement campaign
3,94.9,273.2,2330,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0,0.8901617179964919,High Risk,Immediate retention offer
2,79.85,152.45,3280,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,1,0.7883192111846039,High Risk,Immediate retention offer
7,19.9,173.15,2750,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.1299769419266955,Low Risk,Maintain relationship
50,95.7,4729.75,4164,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0,0.7511694547945019,High Risk,Immediate retention offer
67,100.25,6689.0,5588,False,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,False,0,0.08513315287884199,Low Risk,Maintain relationship
28,81.05,2227.1,5201,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1,0.7236120399899498,High Risk,Immediate retention offer
46,59.9,2816.65,4011,True,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,1,0.2402225396245009,Low Risk,Maintain relationship
66,29.45,1983.15,5112,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,0,0.14608161710273082,Low Risk,Maintain relationship
43,80.2,3581.6,5888,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0,0.3338407114186496,Low Risk,Maintain relationship
1,45.85,45.85,5930,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,0.6111586973810378,High Risk,Immediate retention offer
47,25.4,1139.2,3159,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,0,0.06862687844853632,Low Risk,Maintain relationship
61,20.4,1226.45,5897,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.02722906731946243,Low Risk,Maintain relationship
34,20.65,716.4,5099,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,0.033007570791735365,Low Risk,Maintain relationship
1,19.3,19.3,4266,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,1,0.44441891975427666,Medium Risk,Engagement campaign
70,60.35,4138.7,4122,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False,0,0.09847542904174944,Low Risk,Maintain relationship
66,19.7,1253.8,4601,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0,0.03128543204466121,Low Risk,Maintain relationship
18,96.05,1740.7,5581,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,1,0.7599445477610632,High Risk,Immediate retention offer
20,20.35,442.6,2522,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,0.07327696155726861,Low Risk,Maintain relationship
34,30.4,938.65,4697,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0.26954444597432237,Low Risk,Maintain relationship
2,70.35,139.25,3430,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.8156129874385957,High Risk,Immediate retention offer
2,69.95,143.9,5010,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.4899253608025834,Medium Risk,Engagement campaign
42,60.15,2421.6,5988,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,0,0.19545916426884166,Low Risk,Maintain relationship
4,80.35,307.4,4167,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1,0.8897879480351437,High Risk,Immediate retention offer
6,105.3,545.2,4163,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1,0.8795158839227062,High Risk,Immediate retention offer
26,60.7,1597.4,2502,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,0,0.19511490572796206,Low Risk,Maintain relationship
2,85.7,169.8,2187,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1,0.8938186397256024,High Risk,Immediate retention offer
47,98.75,4533.7,4622,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,1,0.6066731006495456,High Risk,Immediate retention offer
34,26.1,980.35,2026,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0,0.04646944062409122,Low Risk,Maintain relationship
57,95.25,5427.05,6259,True,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,1,0.4587488018835406,Medium Risk,Engagement campaign
48,24.55,1203.95,5517,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0,0.03760032924479957,Low Risk,Maintain relationship
6,26.35,184.05,2189,True,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,0.19325172206106292,Low Risk,Maintain relationship
7,48.2,340.35,5525,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.6466264329421725,High Risk,Immediate retention offer
1,70.35,70.35,2722,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.9156841835352677,High Risk,Immediate retention offer
69,64.15,4254.1,5128,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,0,0.07546438280893579,Low Risk,Maintain relationship
39,20.7,762.45,3733,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0,0.00705323666216987,Low Risk,Maintain relationship
31,93.8,3019.5,4115,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1,0.6579159972925546,High Risk,Immediate retention offer
62,102.0,6529.25,5090,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,1,0.2628450095442862,Low Risk,Maintain relationship
69,90.65,6322.1,6487,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0,0.05809208996812952,Low Risk,Maintain relationship
4,105.65,443.9,4663,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,1,0.5802666886708459,Medium Risk,Engagement campaign
32,20.05,614.45,3398,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,0,0.025737773127161797,Low Risk,Maintain relationship
4,89.6,365.65,4689,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1,0.8166059035228456,High Risk,Immediate retention offer
55,44.85,2479.05,5829,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0,0.456516166042483,Medium Risk,Engagement campaign
1,55.4,55.4,2294,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1,0.7487573524829552,High Risk,Immediate retention offer
59,89.75,5496.9,5170,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0,0.3708816096884037,Low Risk,Maintain relationship
4,48.75,179.85,3048,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.7590966766937836,High Risk,Immediate retention offer
23,55.8,1327.85,2499,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0,0.17820327792854865,Low Risk,Maintain relationship
72,25.0,1738.9,4275,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0,0.0004574384152864118,Low Risk,Maintain relationship
19,24.9,467.7,5396,False,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,0,0.047240360443442236,Low Risk,Maintain relationship
62,24.25,1424.6,4444,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,0,0.014783829811417933,Low Risk,Maintain relationship
72,114.05,8468.2,4842,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,0,0.053926134238096834,Low Risk,Maintain relationship
3,77.0,237.75,3128,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1,0.8887534789435176,High Risk,Immediate retention offer
42,104.75,4323.45,2984,False,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,1,0.7283141254401377,High Risk,Immediate retention offer
8,60.0,487.75,5862,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0,0.5024330938677901,Medium Risk,Engagement campaign
27,101.25,2754.45,4853,False,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1,0.6586367200727345,High Risk,Immediate retention offer
1,74.5,74.5,2016,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1,0.8854138006950045,High Risk,Immediate retention offer
4,99.8,442.85,2268,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,1,0.8199987915732742,High Risk,Immediate retention offer
1,19.75,19.75,4099,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,0.5991409520446479,Medium Risk,Engagement campaign
23,90.6,1943.2,4359,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,1,0.7307933591005044,High Risk,Immediate retention offer
39,48.95,1880.85,3080,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,1,0.20075273040374111,Low Risk,Maintain relationship
33,80.6,2656.5,3601,False,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0.657488244567207,High Risk,Immediate retention offer
44,88.4,3912.9,2674,True,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,1,0.381896229590063,Low Risk,Maintain relationship
1,74.5,74.5,5554,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1,0.9324056469130133,High Risk,Immediate retention offer
67,35.7,2545.7,5655,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,0,0.0564425600157224,Low Risk,Maintain relationship
48,70.1,3238.4,5476,False,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,True,False,False,0,0.0159321936386456,Low Risk,Maintain relationship
6,19.45,113.5,3461,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.047578991794344584,Low Risk,Maintain relationship
24,39.1,971.3,4591,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1,0.5595344587984923,Medium Risk,Engagement campaign
4,19.6,93.45,4580,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,0.2857432643573991,Low Risk,Maintain relationship
4,19.7,117.8,5018,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.09482493226340503,Low Risk,Maintain relationship
56,68.45,4014.0,4368,False,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,True,False,False,0,0.12729831939397118,Low Risk,Maintain relationship
48,20.0,935.9,2608,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0,0.004052419738147227,Low Risk,Maintain relationship
45,54.65,2553.7,5083,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0,0.03631910557268257,Low Risk,Maintain relationship
23,68.75,1689.45,3519,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,False,0,0.1347251862937013,Low Risk,Maintain relationship
72,25.0,1802.55,4055,True,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,0,0.018031048025502854,Low Risk,Maintain relationship
4,20.95,85.5,5822,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,1,0.2264221032463237,Low Risk,Maintain relationship
54,106.55,5763.3,4893,False,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,1,0.33588153317855146,Low Risk,Maintain relationship
48,111.45,5315.1,2319,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,0,0.512601972567822,Medium Risk,Engagement campaign
4,44.55,174.3,5605,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,1,0.7987159585102154,High Risk,Immediate retention offer
7,64.95,493.65,4615,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,0,0.4181185103531044,Medium Risk,Engagement campaign
30,48.8,1536.75,4864,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.21844580019017482,Low Risk,Maintain relationship
32,78.9,2447.95,5949,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,1,0.6756116112155672,High Risk,Immediate retention offer
65,19.9,1292.6,6312,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0,0.026428274082994845,Low Risk,Maintain relationship
14,44.6,641.25,4612,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,0.47913861566706956,Medium Risk,Engagement campaign
35,20.05,746.75,3942,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0,0.004163189367136308,Low Risk,Maintain relationship
1,102.45,102.45,4811,False,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1,0.821889233930644,High Risk,Immediate retention offer
2,74.9,147.15,2078,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,0.769196355514151,High Risk,Immediate retention offer
1,20.0,20.0,2358,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,0,0.4329638742593644,Medium Risk,Engagement campaign
1,18.85,18.85,4132,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,1,0.30544376232210424,Low Risk,Maintain relationship
50,20.15,989.05,5249,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,0,0.02898229921961021,Low Risk,Maintain relationship
2,81.5,162.55,4267,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,0.8394731848451492,High Risk,Immediate retention offer
4,76.05,318.9,3685,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1,0.8761479538207556,High Risk,Immediate retention offer
25,89.5,2196.15,4849,True,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1,0.7651398173552915,High Risk,Immediate retention offer
44,73.85,3122.4,4374,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0,0.6141444212264022,High Risk,Immediate retention offer
18,19.0,348.8,5379,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,0,0.21684740532917868,Low Risk,Maintain relationship
55,81.55,4509.5,5167,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0,0.6106868833398377,High Risk,Immediate retention offer
10,24.8,223.9,5212,True,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,0,0.2635514355972895,Low Risk,Maintain relationship
6,20.95,109.5,5554,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0,0.13538891075533727,Low Risk,Maintain relationship
1,80.0,80.0,2046,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1,0.8295542753360483,High Risk,Immediate retention offer
41,55.7,2237.55,5590,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0,0.27364587992873096,Low Risk,Maintain relationship
56,59.8,3457.45,4964,True,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,0,0.020270679875690433,Low Risk,Maintain relationship
71,108.55,7616.0,4111,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,0,0.3514867751823452,Low Risk,Maintain relationship
24,19.9,533.5,4158,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.013245994939174444,Low Risk,Maintain relationship
2,56.55,118.25,2069,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0.6102466768856489,High Risk,Immediate retention offer
3,64.6,174.2,5277,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,0,0.5931337247032854,Medium Risk,Engagement campaign
71,24.45,1681.6,4742,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,0,0.012609322373998515,Low Risk,Maintain relationship
9,18.95,185.6,5403,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,1,0.12137590350899012,Low Risk,Maintain relationship
53,103.85,5485.5,5860,True,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1,0.7027061148561471,High Risk,Immediate retention offer
60,79.05,4663.4,5275,True,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,0,0.05942554683472464,Low Risk,Maintain relationship
71,95.75,6849.4,4865,False,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,True,False,False,0,0.06765631064643007,Low Risk,Maintain relationship
22,81.7,1820.9,5602,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.5307052385912572,Medium Risk,Engagement campaign
39,80.45,3201.55,2224,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,1,0.32830933983555965,Low Risk,Maintain relationship
